price,Brand,Series,Model,Interface,Chipset Manufacturer,GPU Series,GPU,Core Clock,Boost Clock,CUDA Cores,Effective Memory Clock,Memory Size,Memory Interface,Memory Type,DirectX,OpenGL,HDMI,Multi-Monitor Support,DisplayPort,Other Ports,Max Resolution,SLI Support,Virtual Reality Ready,Cooler,Thermal Design Power,System Requirements,Power Connector,HDCP Ready,Features,Max GPU Length,Card Dimensions (L x H),Slot Width,Package Contents,Date First Available,Operating Systems Supported,DVI,Dual-Link DVI Supported,Form Factor,Option,Edition,Low Profile Bracket Included,D-SUB,RAMDAC,Shader Clock,Stream Processors,CrossFireX Support,3D VISION Game Ready,RoHS Compliant,Thunderbolt 3,TV-Out,CATV,PixelPipelines,VIVO,Tuner,Windows Vista,Mac Edition,Eyefinity Support,
49.99,GIGABYTE,None,GV-NX86S256H,PCI Express x16,NVIDIA,None,GeForce 8600 GTS,675 MHz,None,32,2000MHz,256MB,128-Bit,GDDR3,DirectX 10,OpenGL 2.0,None,None,None,None,2560 x 1600,SLI Ready,None,Fanless,None,None,None,Yes,Supports PureVideo & H.264 decoding & VC-1 Technology,None,None,None,GV-NX86S256HDriver DiskUser ManualSoftware DiskHDTV CablePower Cable2 x DVI to VGA/D-sub Adapter,November 26  2019,None,2 x DVI,Yes,None,None,None,None,None,400MHz,None,None,None,None,Yes,None,HDTV Out,None,None,None,None,None,None,None
99.99,ZOTAC,None,ZT-40201-10P,PCI Express 2.0 x16,NVIDIA,None,GeForce GTX 470 (Fermi),607MHz,None,448,3348MHz,1280MB,320-Bit,GDDR5,DirectX 11,OpenGL 3.2,1 x mini HDMI,None,None,None,2560 x 1600,SLI Ready,None,Single Fan,None,550W power supply recommended,2 x 6-Pin,Yes,None,None,Height: 4.38"Width: 9.5",None,None,November 13  2018,None,2 x DVI,Yes,None,None,None,None,None,400MHz,1215MHz,None,None,Yes,None,None,None,None,None,None,None,None,None,None
195.0,ZOTAC,None,ZT-40301-10P,PCI Express 2.0 x16,NVIDIA,None,GeForce GTX 465 (Fermi),607MHz,None,352,3206MHz,1GB,256-Bit,GDDR5,DirectX 11,OpenGL 4.0,1 x mini HDMI,None,None,None,2560 x 1600,3-Way SLI,None,Single Fan,None,550-watt power supply recommended,2 x 6-Pin,Yes,NVIDIA Unified ArchitectureNVIDIA 3D Vision Surround readyNVIDIA PhysX TechnologyNVIDIA CUDA Technology32x Sample Anti-Aliasing technologyNVIDIA PureVideo HD technologyHDMI xvYCC Color & DeepColor technologiesMini-HDMI 1.3a w/audio (8-channel LPCM)215-watt max power consumption,None,Height: 4.376"Width: 9.5",None,ZT-40301-10PMini-HDMI-to-HDMI adapterDVI-to-VGA adapter2 Dual MOLEX to 6-pin PCIe power adapterSupersonic Sled & Design Garage Tech demosDriver DiskZOTAC Boost software bundleUser manual,September 04  2018,None,2 x DVI,Yes,None,None,None,None,None,400MHz,1215MHz,None,None,Yes,None,None,None,None,None,None,None,None,None,None
109.99,EVGA,GeForce 9 Series SuperClocked,512-P3-N872-AR,PCI Express 2.0 x16,NVIDIA,None,GeForce 9800 GTX,700 MHz,None,128,2200 MHz,512MB,256-Bit,GDDR3,DirectX 10,OpenGL 2.1,None,None,None,None,2560 x 1600,3-Way SLI,None,Single Fan,None,Required Power Supply: 450 Watt/550 Watt,2 x 6-Pin,Yes,None,None,None,None,None,July 30  2019,None,2 x DVI,Yes,None,None,None,None,None,400MHz,None,None,None,Yes,Yes,None,HDTV / S-Video Out,None,None,None,None,Certified for Windows Vista,None,None
69.99,NVIDIA,None,None,None,NVIDIA,None,Quadro FX 4800,None,None,None,None,1.5GB,None,GDDR,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,September 05  2019,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
41.99,ASUS,None,None,None,NVIDIA,None,GeForce 210,None,None,None,None,512MB,None,DDR2,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,August 15  2019,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
69.0,NVIDIA,None,None,None,NVIDIA,None,Quadro NVS 315,None,None,None,None,1GB,None,DDR3,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,April 26  2018,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
69.0,PNY,None,None,None,NVIDIA,None,Quadro NVS 315,None,None,None,None,1GB,None,DDR3,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,April 26  2018,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
48.99,MSI,None,NX8600GTS,None,NVIDIA,None,GeForce NX 8600GTS,None,None,None,None,256MB,None,GDDR,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,May 21  2019,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
34.99,SPARKLE,None,None,None,NVIDIA,None,GeForce 210,None,None,None,None,512MB,None,DDR3,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,September 06  2018,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
139.99,BIOSTAR,None,V6802XA52,AGP 4X/8X,NVIDIA,None,GeForce 6800XT,325 MHz,None,None,700 MHz,512MB,256-Bit,GDDR2,DirectX 9,OpenGL 2.0,None,None,None,None,2048 x 1536@60Hz,None,None,Single Fan,None,None,None,None,CineFX 3.0 Shading ArchitectureIntellisample 3.0 TechnologyUltraShadow II Technology PureVideo Technology,None,None,None,V6802XA52,April 07  2019,Windows 2000/XP,1 x DVI,None,None,None,None,None,1 x D-SUB,400MHz,None,None,None,None,None,None,S-Video Out,None,8,No,None,None,None,None
55.99,NVIDIA,None,None,None,NVIDIA,None,Quadro 3000M,None,None,None,None,2GB,None,GDDR,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,July 29  2019,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
16.79,NVIDIA,None,None,None,NVIDIA,None,Quadro FX 880M,None,None,None,None,1GB,None,DDR3,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,August 08  2019,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
119.99,ASUS,None,ENGTX550 TI DC TOP/DI/1GD5,PCI Express 2.0 x16,NVIDIA,NVIDIA GeForce GTX 500 Series,GeForce GTX 550 Ti (Fermi),975MHz,None,192,4104MHz,1GB,192-Bit,GDDR5,DirectX 11,OpenGL 4.1,1 x HDMI,None,None,None,2560 x 1600,SLI Ready,None,Single Fan,None,None,None,Yes,975 MHz Overclock for better performance and outstanding gaming experience.Super Alloy Power provides 15% performance increase  2.5 times longer product lifespan and 35°C cooler operation.ASUS Exclusive DirectCU Thermal Solution: Two 8mm flattened copper heat-pipes contact GPU directly for up to 20% COOLER.,None,9.54" x 5.5" x 1.54",None,None,January 16  2020,None,1 x DVI,Yes,None,None,None,None,1 x D-SUB,400MHz,1950MHz,None,None,Yes,None,None,None,None,None,None,None,None,None,None
19.59,NVIDIA,None,None,None,NVIDIA,None,Quadro FX 370,None,None,None,None,256MB,None,DDR2,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,January 07  2020,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
549.99,GIGABYTE,None,GV-N2080GAMING OC-8GC,PCI Express 3.0 x16,NVIDIA,NVIDIA GeForce RTX 20 Series,GeForce RTX 2080,1830 MHz in OC mode1815 MHz in Gaming mode,None,2944,14000 MHz,8GB,256-Bit,GDDR6,DirectX 12,OpenGL 4.5,1 x HDMI 2.0b,4,3 x DisplayPort 1.4,1 x USB Type-C (support VirtualLink),7680 x 4320 @ 60 Hz,2-way NVIDIA NVLINK,None,WINDFORCE 3X,215W,System PSU Limitation (W): 650,One 8-Pin and One 6-Pin,None,Powered by GeForce RTX 2080Integrated with 8GB GDDR6 256-bit memory interfaceWINDFORCE 3X Cooling System with alternate spinning fansRGB Fusion 2.0 - synchronize with other AORUS devicesMetal Back Plate,287 mm,11.28" x 4.51",None,None,March 19  2019,None,None,None,ATX,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
369.99,GIGABYTE,None,GV-N2070GAMING OC-8GC,PCI Express 3.0 x16,NVIDIA,NVIDIA GeForce RTX 20 Series,GeForce RTX 2070,OC Mode: 1740 MHzGaming Mode: 1725 MHz,None,2304,14000 MHz,8GB,256-Bit,GDDR6,DirectX 12,OpenGL 4.5,1 x HDMI 2.0b,4,3 x DisplayPort 1.4,1 x USB Type-C (support VirtualLink),7680 x 4320 @ 60 Hz,No,Yes,WINDFORCE 3X,185W,System PSU Limitation: 550W,1 x 8-Pin  1 x 6-Pin,None,Powered by GeForce RTX 2070Integrated with 8GB GDDR6 256-bit memory interfaceWINDFORCE 3X Cooling System with alternate spinning fansRGB Fusion 2.0 - synchronize with other AORUS devicesMetal Back Plate,280 mm,11.04" x 4.58",Dual Slot,None,June 21  2019,None,None,None,ATX,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
929.99,GIGABYTE,None,GV-N208TGAMING OC-11GC,PCI Express 3.0 x16,NVIDIA,NVIDIA GeForce RTX 20 Series,GeForce RTX 2080 Ti,1665 MHz in OC mode1650 MHz in Gaming mode,None,4352,14000 MHz,11GB,352-Bit,GDDR6,DirectX 12,OpenGL 4.5,1 x HDMI 2.0b,4,3 x DisplayPort 1.4,1 x USB Type-C (support VirtualLink),7680 x 4320 @ 60 Hz,2-way NVIDIA NVLINK,Yes,WINDFORCE 3X,250W,Recommended PSU: 650W,2 x 8-Pin,None,Powered by GeForce RTX 2080 TiIntegrated with 11GB GDDR6 352-bit memory interfaceWINDFORCE 3X Cooling System with alternate spinning fansRGB Fusion 2.0 - synchronize with other AORUS devicesMetal Back Plate,287 mm,11.28" x 4.51",None,None,June 21  2019,None,None,None,ATX,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
34.99,ZOTAC,None,ZT-71116-10L,PCI Express 2.0 x16 (x8 Lanes),NVIDIA,None,GeForce GT 730,902 MHz,None,384,5010 MHz,2GB,64-Bit,DDR5,DirectX 12,OpenGL 4.4,1 x HDMI,3,None,None,2560 x 1600,None,None,Single Fan,49W,Recommended Power Supply: 300W,None,None,Upgrade to dedicated graphics and memory for unmatched high-definition visuals and performance with the ZOTAC GeForce GT 730. Hardware accelerated Blu-ray 3D playback enables the ZOTAC GeForce GT 730 to render stunning stereoscopic high-definition video with compatible displays and playback software.Advanced Dolby TrueHD and DTS-HD Audio lossless multi-channel HD audio bitstreaming ensures the ZOTAC GeForce GT 730 delivers rich audiophile-class audio to match the beautiful visuals. NVIDIA Surround technology with triple-display support enables the ZOTAC GeForce GT 730 to deliver unmatched gaming immersion and maximum productivity.,146 mm,5.74" x 4.38",Dual Slot,None,December 09  2019,Windows 10 / 8 / 7 / Vista / XP,1 x DL-DVI-D,Yes,None,None,None,None,1 x D-SUB,400MHz,None,None,None,None,Yes,None,None,None,None,None,None,None,None,None
129.99,MSI,None,GTX 1650 GAMING X 4G,PCI Express 3.0 x16,NVIDIA,NVIDIA GeForce GTX 16 Series,GeForce GTX 1650,None,1860 MHz,896,8 Gbps,4GB,128-Bit,GDDR5,DirectX 12,OpenGL 4.5,1 x HDMI 2.0b,3,2 x DisplayPort 1.4,None,7680 x 4320,None,None,Double Fans,85W,Recommended PSU: 300W,6-Pin,2.2,Twin Frozr 7 Thermal DesignTORX Fan 3.0- Dispersion fan blade: Steep curved blade accelerating the airflow.- Traditional fan blade: Provides steady airflow to massive heat sink below.Mastery of Aerodynamics: The heatsink is optimized for efficient heat dissipation  keeping your temperatures low and performance high.Zero Frozr technology: Stopping the fan in low-load situations  keeping a noise-free environment.Dragon CenterA consolidated platform that offers all software including MYSTIC LIGHT functionality for your MSI Gaming product.,245 mm,9.65" x 5.00",Dual Slot,None,January 08  2020,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
298.99,ASUS,Dual,DUAL-GTX1070-O8G,PCI Express 3.0 x16,NVIDIA,NVIDIA GeForce GTX 10 Series,GeForce GTX 1070,None,None,None,None,8GB,None,None,None,None,None,None,None,None,None,None,None,Double Fans,None,None,None,None,None,None,None,None,None,January 13  2020,None,None,None,None,DUAL-GTX1070-O8G,Air Cooler,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
499.99,EVGA,None,08G-P4-6183-RX,PCI Express 3.0,NVIDIA,NVIDIA GeForce GTX 10 Series,GeForce GTX 1080,1708 MHz,1847 MHz,2560,10000 MHz,8GB,256-Bit,GDDR5X,DirectX 12,OpenGL 4.5,1 x HDMI 2.0b,4,3 x DisplayPort 1.4,None,7680 x 4320,SLI Ready,Yes,Double Fans,None,500 Watts or greater power supply.PCI Express  PCI Express 2.0 or PCI Express 3.0 compliant motherboard with one graphics slot.,8-Pin,Yes,Simultaneous Multi-ProjectionVR ReadyNVIDIA AnselNVIDIA SLI w/ HB Bridge SupportNVIDIA G-SYNCNVIDIA GameStreamNVIDIA GPU Boost 3.0Microsoft DirectX 12Vulkan APIOpenGL 4.5 SupportPCI Express 3.0Max Digital Resolution - 7680x4320HDMI 2.0b  DisplayPort 1.4 and Dual-Link DVIBuilt for EVGA Precision XOCEVGA ACX 3.0 Cooling,267 mm,10.50" x 4.38",Dual Slot,None,January 18  2019,Windows 10 32/64bit  Windows 8 32/64bit  Windows 7 32/64bit,1 x Dual-Link DVI-D,Yes,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
189.99,GIGABYTE,None,GV-N1660OC-6GD,PCI Express 3.0 x16,NVIDIA,NVIDIA GeForce GTX 16 Series,GeForce GTX 1660,1830 MHz,None,1408,8002 MHz,6GB,192-Bit,GDDR5,DirectX 12,OpenGL 4.5,1 x HDMI 2.0b,4,3 x DisplayPort 1.4,None,7680 x 4320 @ 60 Hz,No,Yes,WINDFORCE 2X,120W,Recommended PSU: 450W,8-Pin,None,Powered by GeForce GTX 1660Integrated with 6GB GDDR5 192-bit memory interfaceWINDFORCE 2X Cooling System with alternate spinning fans90mm unique blade fansProtection back plate,224 mm,8.82" x 4.76",Dual Slot,None,August 07  2019,None,None,None,ATX,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
199.99,GIGABYTE,None,GV-N1660GAMING OC-6GD,PCI Express 3.0 x16,NVIDIA,NVIDIA GeForce GTX 16 Series,GeForce GTX 1660,1860 MHz,None,1408,8002 MHz,6GB,192-Bit,GDDR5,DirectX 12,OpenGL 4.6,1 x HDMI 2.0b,4,3 x DisplayPort 1.4,None,7680 x 4320 @ 60 Hz,No,Yes,WINDFORCE 3X,120W,System PSU Limitation (W): 450,8-Pin,None,Powered by GeForce GTX 1660Integrated with 6GB GDDR5 192-bit memory interfaceWINDFORCE 3X Cooling System with alternate spinning fansRGB Fusion 2.0 - synchronize with other AORUS devicesProtection back plate,280 mm,11.02" x 4.57",Dual Slot,None,November 28  2019,None,None,None,ATX,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
134.99,MSI,None,MSI-GTX1050Ti4GTLP-RFB,PCI Express 3.0 x16,NVIDIA,NVIDIA GeForce GTX 10 Series,GeForce GTX 1050 Ti,1290 MHz,1392 MHz,768,7008 MHz,4GB,128-Bit,GDDR5,DirectX 12,OpenGL 4.5,1 x HDMI 2.0,3,1 x DisplayPort 1.4,None,7680 x 4320,None,None,Double Fans,None,Power consumption: 75WRecommended PSU: 300W,None,2.2,DirectX 12 ReadyGamestream to NVIDIA SHIELD,182 mm,7.17" x 2.72",Dual Slot,None,August 07  2017,None,1 x DL-DVI-D,Yes,Low Profile,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
189.99,MSI,None,GTX 1660 VENTUS XS 6G OC,PCI Express 3.0 x16,NVIDIA,NVIDIA GeForce GTX 16 Series,GeForce GTX 1660,None,1830 MHz,1408,8 Gbps,6GB,192-Bit,GDDR5,DirectX 12,OpenGL 4.5,1 x HDMI 2.0b,4,3 x DisplayPort 1.4,None,7680 x 4320,None,Yes,Double Fans,130W,Recommended PSU: 450W,8-Pin,2.2,TORX Fan 2.0Dispersion fan blade: Steep curved blade accelerating the airflow.Traditional fan blade: Provides steady airflow to massive heat sink below.Afterburner Overclocking UtilityOC Scanner: An automated function finds the highest stable overclock settings.Kombustor: The latest DirectX versions benchmark supporting.Predator: In-game video recording.GeForce ExperienceCapture and share videos  screenshots  and livestreams with friends. Keep your drivers up to date and optimize your game settings.NVIDIA AnselA powerful photo mode that lets you take professional-grade photographs of your games.,204 mm,8.03" x 5.04",Dual Slot,None,January 07  2020,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
259.99,MSI,None,GTX 1660 TI GAMING X 6G,PCI Express 3.0 x16,NVIDIA,NVIDIA GeForce GTX 16 Series,GeForce GTX 1660 Ti,None,1875 MHz,1536,12 Gbps,6GB,192-Bit,GDDR6,DirectX 12,OpenGL 4.5,1 x HDMI 2.0b,4,3 x DisplayPort 1.4,None,7680 x 4320,None,Yes,Double Fans,130W,Recommended PSU: 450W,8-Pin,2.2,Twin Frozr 7 Thermal Design:TORX Fan 3.0- Dispersion fan blade: Steep curved blade accelerating the airflow.- Traditional fan blade: Provides steady airflow to massive heat sink below.Mastery of Aerodynamics: The heatsink is optimized for efficient heat dissipation  keeping your temperatures low and performance high.Zero Frozr technology: Stopping the fan in low-load situations  keeping a noise-free environment.RGB Mystic Light:Customize colors and LED effects with exclusive MSI software and synchronize the look & feel with other components.Dragon Center:A consolidated platform that offers all the software functionality for your MSI Gaming product.,247 mm,9.72" x 5.00",None,None,December 31  2019,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
34.99,ZOTAC,None,ZT-60411-10B,PCI Express 2.0 x16,NVIDIA,None,GeForce GT 630,700 MHz,None,96,1333 MHz,2GB,128-Bit,DDR3,DirectX 11,OpenGL 4.2,1 x mini HDMI,None,None,None,2560 x 1600,None,None,Single Fan,None,None,None,Yes,None,None,None,None,None,December 19  2019,Windows 7/8 ready,2 x DL-DVI-I,Yes,None,None,None,None,None,400MHz,1400 MHz,None,None,None,Yes,None,None,None,None,None,None,None,None,None
29.99,ZOTAC,None,ZT-71301-20L,PCI Express 2.0,NVIDIA,None,GeForce GT 710,954 MHz,None,192,1600MHz,1GB,64-Bit,DDR3,DirectX 12,OpenGL 4.5,1 x HDMI,3,None,None,2560 x 1600,None,None,Fanless,25W,Recommended Power Supply: 300W,None,Yes,NVIDIA PureVideo HD technologyNVIDIA FXAA technologyNVIDIA PhysX technologyNVIDIA CUDA technologyNVIDIA Adaptive Vertical Sync technologyFanless cooling,146 mm,5.75" x 4.38",Single Slot,None,December 09  2019,Windows 10 / 8 / 7 / Vista / XP,DL-DVI,Yes,None,None,None,None,1 x D-SUB,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
259.99,GIGABYTE,None,GV-N166TOC-6GD,PCI Express 3.0 x16,NVIDIA,NVIDIA GeForce GTX 16 Series,GeForce GTX 1660 Ti,1800 MHz,None,1536,12000 MHz,6GB,192-Bit,GDDR6,DirectX 12,OpenGL 4.6,1 x HDMI 2.0b,4,3 x DisplayPort 1.4,None,7680 x 4320 @ 60 Hz,No,Yes,Double Fans,None,Recommended PSU: 450W,8-Pin,None,Powered by GeForce GTX 1660 TiIntegrated with 6GB GDDR6 192-bit memory interfaceWINDFORCE 2X Cooling System with alternate spinning fans90mm unique blade fansProtection back plate,226 mm,8.88" x 4.80",None,None,October 10  2019,None,None,None,ATX,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
399.99,MSI,None,GTX 1070 TI ARMOR 8G,PCI Express 3.0 x16,NVIDIA,NVIDIA GeForce GTX 10 Series,GeForce GTX 1070 Ti,1607 MHz,1683 MHz,2432,8008 MHz,8GB,256-Bit,GDDR5,DirectX 12,OpenGL 4.5,1 x HDMI 2.0b,4,3 x DisplayPort 1.4,None,None,2-Way SLI,Yes,Double Fans,None,POWER CONSUMPTION: 180WRECOMMENDED PSU: 500W,1 x 6-pin  1 x 8-pin,2.2,Armor 2X Thermal Design:TORX Fan- Dispersion fan blade Steep curved blade accelerating the airflow.- Traditional fan blade Provides steady airflow to massive heat sink below.Zero Frozr- Stopping the fan in low-load situations  keeping a noise-free environment.Advanced Airflow Control technology- Improves cooling efficiency by using advanced aerodynamics to focus airflow.Afterburner Overclocking Utility:Wireless control through Android/ios devices.Predator: In-game video recording.Supports multi-GPU setups.Military Class certified Components:Certified to MIL-STD-810G standards for top stability and quality.Built with Hi-c CAP  Solid CAP  and New SFC components.,279 mm,10.98" x 5.51",Dual Slot,None,December 22  2019,None,1 x DL-DVI-D,Yes,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
529.99,ASUS,None,None,None,NVIDIA,NVIDIA GeForce RTX 20 Series,GeForce RTX 2080,None,None,None,None,8GB,None,None,None,None,None,None,None,None,None,None,None,Double Fans,None,None,None,None,None,None,None,None,None,May 31  2019,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
99.99,NVIDIA,None,None,PCI Express 3.0 x16,NVIDIA,NVIDIA GeForce GTX 700 Series,GeForce GTX 770,None,None,None,None,2GB,None,None,None,None,None,None,None,None,None,None,None,Single Fan,None,None,None,None,None,None,None,None,None,December 03  2019,None,None,None,None,Founders Edition,Air Cooler,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
349.99,ASUS,None,None,None,NVIDIA,NVIDIA GeForce RTX 20 Series,GeForce RTX 2060,None,None,None,None,6GB,None,None,None,None,None,None,None,None,None,None,None,Triple Fans,None,None,None,None,None,None,None,None,None,June 27  2019,None,None,None,None,ROG-STRIX-RTX2060-O6G-GAMING,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
399.99,ASUS,None,None,None,NVIDIA,NVIDIA GeForce RTX 20 Series,GeForce RTX 2070,None,None,None,None,8GB,None,None,None,None,None,None,None,None,None,None,None,Double Fans,None,None,None,None,None,None,None,None,None,May 31  2019,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
189.99,ASUS,None,GTX780-DC2OC-3GD5,PCI Express 3.0,NVIDIA,NVIDIA GeForce GTX 700 Series,GeForce GTX 780,889MHz,941MHz,2304,6008 MHz,3GB,384-Bit,GDDR5,DirectX 11.1,OpenGL 4.3,1 x HDMI,None,1 x DisplayPort,None,None,SLI Ready,None,Double Fans,None,up to 300W Power Consumption,6-Pin / 8-Pin,Yes,DirectCU II achieves 30% lower temps with 220% the dissipation area  plus 3X quieter running than referenceExclusive CoolTech Fan drives wider airflow to keep critical components coolDIGI+ VRM with 10-phase Super Alloy Power delivers precise digital power for superior efficiency  reliability  and performanceGPU Tweak helps you modify clock speeds  voltages  fan performance and more  all via an intuitive interface,None,11.3" x 5.8" x 1.6",Dual Slot,None,May 05  2019,None,2 x DVI,Yes,None,None,None,None,None,None,None,None,None,Yes,None,None,None,None,None,None,None,None,None,None
34.99,ZOTAC,None,ZT-60403-10H,PCI Express 2.0,NVIDIA,None,GeForce GT 630,810 MHz,None,96,1333 MHz,2GB,128-Bit,None,DirectX 11,OpenGL 4.2,1 x mini HDMI,None,None,None,None,None,None,Single Fan,65W,Recommended Power Supply: 300W,None,Yes,None,145 mm,5.70" x 4.38",None,None,December 06  2019,Windows 10 / 8 / 7 / Vista / XP,2 x DL-DVI-I,Yes,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
799.0,ASUS,ROG,ROG-STRIX-GTX1080TI-11G-GAMING,PCI Express 3.0 x16,NVIDIA,NVIDIA GeForce GTX 10 Series,GeForce GTX 1080 Ti,1518 MHz,1632 MHz,3584,11100 MHz,11GB,352-Bit,GDDR5X,DirectX 12,None,2 x HDMI 2.0,4,2 x DisplayPort 1.4,None,7680 x 4320,SLI Ready,Yes,Triple Fans,None,None,2 x 8-Pin,Yes,None,298 mm,11.73" x 5.28",Dual Slot,None,November 21  2019,None,1 x DVI,None,None,ROG-STRIX-GTX1080TI-11G-GAMING,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
425.0,PNY,None,RGMX1070N3H8GS-KTN,None,NVIDIA,NVIDIA GeForce GTX 10 Series,GeForce GTX 1070,None,None,None,None,8GB,None,GDDR5,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,January 30  2019,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
259.99,ASUS,None,GTX 1660 Ti 6GB,None,NVIDIA,NVIDIA GeForce GTX 16 Series,GeForce GTX 1660 Ti,None,None,None,None,6GB,None,None,None,None,None,None,None,None,None,None,None,Single Fan,None,None,None,None,None,None,None,None,None,August 13  2019,None,None,None,None,PH-GTX1660TI-O6G,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
410.0,ASUS,None,Geforce Gtx 1070,None,NVIDIA,NVIDIA GeForce GTX 10 Series,GeForce GTX 1070,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,November 06  2018,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
799.0,EVGA,None,None,None,NVIDIA,NVIDIA GeForce GTX 10 Series,GeForce GTX 1080 Ti,None,None,None,None,11GB,None,None,None,None,None,None,None,None,None,None,None,Double Fans,None,None,None,None,None,None,None,None,None,May 15  2019,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
309.99,PNY,None,None,None,NVIDIA,NVIDIA GeForce GTX 10 Series,GeForce GTX 1070,None,None,None,None,8GB,None,None,None,None,None,None,None,None,None,None,None,Double Fans,None,None,None,None,None,None,None,None,None,May 06  2019,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
529.99,ASUS,Dual,DUAL-RTX2080-8G,PCI Express 3.0 x16,NVIDIA,NVIDIA GeForce RTX 20 Series,GeForce RTX 2080,None,None,None,None,8GB,None,GDDR6,None,None,None,None,None,None,None,None,Yes,Double Fans,None,None,None,None,None,None,None,Dual Slot,None,January 20  2020,None,None,None,None,None,Air Cooler,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
329.99,ASUS,None,RTX 2060 6GB,None,NVIDIA,NVIDIA GeForce RTX 20 Series,GeForce RTX 2060,None,None,None,None,6GB,None,None,None,None,None,None,None,None,None,None,None,Single Fan,None,None,None,None,None,None,None,None,None,August 13  2019,None,None,None,None,TURBO-RTX2060-6G,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
